OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
5944,421010166001005,Low Access,140153.510009766,1729.4411692243
5945,421010166001015,High Access,71696.5131225586,1213.92788583387
5946,421010166001012,High Access,75995.1287231445,1201.8549663393
5947,421010165003021,High Access,87223.3389892578,1283.60351495502
5948,421010167012000,High Access,167337.183288574,1944.89721973809
5949,421010168004002,Moderate Access,88274.6945800781,1423.31898764814
5950,421010173002021,High Access,245437.50177002,1994.07377361467
5951,421010173002020,Moderate Access,250063.887817383,2010.63769095112
5952,421010173002028,High Access,222781.882446289,1948.66999309265
5953,421010173002027,High Access,345412.365234375,2804.20140394576
5954,421010173002042,High Access,46021.2734985352,1616.75126355198
5955,421010168006014,High Access,79006.1117553711,1323.60170816448
5956,421010168003002,Moderate Access,88553.200378418,1422.88226368576
5957,421010167011008,Moderate Access,71874.516418457,1362.57197214015
5958,421010167013009,Low Access,93097.723449707,1489.06987594092
5959,421010153003002,Low Access,80961.7551879883,1259.01523195918
5960,421010174002000,High Access,342264.848937988,3078.56305581747
5961,421010167011007,Low Access,86759.8579711914,1412.26839938137
5962,421010167021003,Low Access,87074.3103027344,1414.04478745378
5963,421010167021004,Low Access,123385.449035645,1549.14993527129
5964,421010167021005,Low Access,122824.047973633,1547.12896990468
5965,421010167024005,Low Access,91904.6458740234,1483.71662006502
5966,421010167023017,Low Access,121878.680297852,1544.72843136924
5967,421010167024002,Low Access,130918.129821777,1620.21138513818
5968,421010167023014,Low Access,27854.2243041992,695.163353687484
5969,421010174001006,High Access,64093.9625854492,1034.71904271608
5970,421010174002005,High Access,44830.6667480469,862.685208162789
5971,421010174002014,High Access,41850.818359375,840.164548098213
5972,421010174002011,High Access,29542.5493164063,742.70952255218
5973,421010174001005,High Access,247676.842407227,2001.91627239798
5974,421010165001003,High Access,56286.4425048828,1085.22058002987
5975,421010172013015,High Access,47422.2814941406,1037.8608624059
5976,421010173002012,High Access,39338.9700927734,832.461837236677
5977,421010173002013,High Access,35744.1867675781,804.749564087435
5978,421010173002014,High Access,32365.1963500977,763.653013164516
5979,421010173002036,High Access,265048.852539063,2073.7971446678
5980,421010166001008,Moderate Access,71069.3502197266,1360.41295655881
5981,421010165002009,Moderate Access,247501.377563477,1993.41905078474
5982,421010165002001,Low Access,68666.8696289063,1346.49407687824
5983,421010165003002,Low Access,59312.1665649414,1013.94299469073
5984,421010165003003,Low Access,85610.4841918945,1534.0084463393
5985,421010167023000,High Access,271948.234985352,2096.29296001186
5986,421010168006003,High Access,383265.467895508,3518.70494229375
5987,421010168006005,High Access,250470.80645752,2746.11356768565
5988,421010168004003,Moderate Access,72153.2753295898,1345.49836841974
5989,421010168004005,Low Access,110106.936767578,1552.1570140187
5990,421010173001011,High Access,126340.25390625,1560.10261911391
5991,421010173001004,High Access,73104.1384887695,1168.36687615701
5992,421010173001005,High Access,69378.7435913086,1151.29574018184
5993,421010173002038,High Access,74834.4925537109,1337.52304324317
5994,421010168004001,Moderate Access,102798.477050781,1474.73392651392
5995,421010168003003,Low Access,102086.807739258,1472.89563971127
5996,421010168003004,Low Access,108440.087402344,1542.14643883969
5997,421010168003005,Low Access,130691.572753906,1616.56298901017
5998,421010168006010,High Access,88514.8843383789,1424.15946248833
5999,421010167012003,High Access,86682.6036376953,1376.8108366604
6000,421010167011004,High Access,86758.8342285156,1413.06192869542
4001,421010131001001,High Access,23129.8811645508,625.107998518286
4002,421010003001010,High Access,141470.114990234,1583.92600220444
4003,421010132002018,Low Access,47091.1298828125,1121.74776602195
4004,421010132001004,Low Access,161623.982666016,1634.94906465728
4005,421010132002031,Low Access,51805.153503418,1124.14155044178
4006,421010131001005,Moderate Access,174239.208251953,1943.58685366813
4007,421010376001003,Low Access,21964.0541381836,595.506506772771
4008,421010376001028,Moderate Access,162620.616088867,1575.06636231798
4009,421010376001050,High Access,19620.8680419922,588.62995440385
4010,421010376002038,Low Access,44311.5319213867,927.423542881146
4011,421010376002057,High Access,13834.3740844727,468.850232816682
4012,421010002001006,High Access,5826.44311523438,315.129930500461
4013,421010002001047,High Access,50205.1690063477,895.980432553849
4014,421010376001015,Low Access,65826.1531982422,1053.88097269441
4015,421010376002046,High Access,45119.5764770508,1095.98586462112
4016,421010002001012,High Access,11147.8486328125,468.4215178804
4017,421010003001033,High Access,40083.9527587891,908.41776244728
4018,421010376002047,High Access,81947.9660644531,1263.8288182623
4019,421010005001010,High Access,481954.764709473,2759.56636210451
4020,421010005001012,High Access,168077.486328125,1641.63486627368
4021,421010132002006,Low Access,74947.5733642578,1123.03789063844
4022,421010004022000,High Access,7860.47692871094,829.655899706632
4023,421010132001002,Low Access,165437.919067383,1646.650916086
4024,421010376002003,Low Access,60536.9577636719,961.164300020203
4025,421010125001043,High Access,18395.1010742188,965.639403028536
4026,421010376001059,Moderate Access,20838.7347412109,977.313481202759
4027,421010125001042,High Access,13119.9169921875,929.159886437641
4028,421010003001024,High Access,99065.4574584961,1260.89688837756
4029,421010376002041,Moderate Access,59447.5054931641,1381.51319279881
4030,421010376001053,Moderate Access,11324.275390625,693.718453338372
4031,421010376001055,No Access,6949.02478027344,434.748690321225
4032,421010002001014,High Access,74146.4693603516,1321.20586967935
4033,421010002001025,High Access,39275.19921875,865.554967650399
4034,421010002001029,High Access,5267.81665039063,295.559912467376
4035,421010133002021,Low Access,97356.1547241211,1296.80946646399
4036,421010132002017,Low Access,100852.075683594,1338.5407023117
4037,421010131001015,Low Access,56884.7128295898,949.371875497695
4038,421010131002006,Moderate Access,85439.7534790039,1285.82208491227
4039,421010376001009,Low Access,16996.0545043945,751.321775550595
4040,421010132002008,Low Access,80170.0186157227,1166.8735826683
4041,421010376002036,High Access,76614.5178833008,1233.43183483668
4042,421010376002054,High Access,81292.302734375,1254.86152136357
4043,421010002001023,High Access,66564.2667236328,1043.06716285706
4044,421010376002056,High Access,14077.7595214844,474.055494034107
4045,421010376002055,High Access,23102.7044067383,616.527716817934
4046,421010376002027,Low Access,91192.8344116211,1284.44363703383
4047,421010376002060,Moderate Access,34864.4549560547,854.286305087512
4048,421010376002061,High Access,54938.2760009766,981.963035803111
4049,421010002001033,High Access,74059.8161621094,1103.60751837744
4050,421010125001044,High Access,19479.2825317383,993.060545229479
4051,421010003001011,High Access,16925.3184814453,949.747595393169
4052,421010132002005,Low Access,72921.6329956055,1115.86731002017
4053,421010132002010,Low Access,242448.199279785,2044.76790224484
4054,421010133002019,Low Access,107626.20690918,1423.76700561911
4055,421010002001034,High Access,106483.269470215,1364.03054753927
4056,421010125001041,Low Access,131821.369873047,1499.54338878964
4057,421010003001034,High Access,78412.6048583984,1137.30146999811
4058,421010003001000,Low Access,915.105102539063,130.221940424104
4059,421010125001032,Moderate Access,130533.532531738,1491.07358490894
4060,421010376002012,Low Access,3316.0625,248.764253252947
4061,421010376001012,Moderate Access,331941.501708984,2676.36324213367
4062,421010376001046,High Access,8674.59033203125,494.565953999095
4063,421010125001052,Low Access,1114.95318603516,138.326715738165
4064,421010133002017,Low Access,97730.2752075195,1336.87147820908
4065,421010376001047,High Access,24584.3192138672,660.465999289312
4066,421010376001044,High Access,13460.2354736328,911.168429954387
4067,421010376001020,High Access,62024.805847168,1175.00309713922
4068,421010001002013,Low Access,23050.3344116211,768.203674546709
4069,421010131002000,High Access,243814.896850586,1990.20856545192
4070,421010125001011,Low Access,15465.3130493164,1570.83665883274
4071,421010125001008,Low Access,4346.17651367188,506.56733256064
4072,421010367001076,High Access,43760.1469726563,823.447436672179
4073,421010376002050,High Access,21276.5647583008,1244.38114950617
4074,421010376002017,Low Access,71824.9124145508,1219.35347247534
4075,421010376001007,Low Access,10489.3103637695,523.171366767553
4076,421010376001010,Moderate Access,6491.89770507813,351.223585210932
4077,421010131001016,High Access,26529.2646484375,685.627434226956
4078,421010135004025,Low Access,54828.8963623047,1148.00585987977
4079,421010134022000,Low Access,37592.9588623047,865.34186895653
4080,421010133001014,Low Access,108607.850463867,1381.8588630734
4081,421010133001010,Low Access,113549.15045166,1401.94262062259
4082,421010133001013,Low Access,107191.589538574,1371.41749551883
4083,421010133001006,Low Access,122160.593139648,1471.08760286807
4084,421010132002013,Low Access,115561.60144043,1594.51460384857
4085,421010132002021,Low Access,140120.723571777,1674.08301831676
4086,421010132002011,Low Access,86243.2948608398,1523.95582451594
4087,421010376002006,Low Access,67177.1844482422,1253.73697970762
4088,421010131001008,Moderate Access,128775.94732666,1463.97994770322
4089,421010002001008,High Access,29329.6572265625,1039.06571450742
4090,421010002001046,High Access,152216.618469238,1795.19323773602
4091,421010376001030,Low Access,42632.657043457,946.553935853175
4092,421010002001045,High Access,147647.299865723,1783.98170116643
4093,421010376001031,No Access,100940.817932129,1348.74382555925
4094,421010002001041,High Access,106544.638183594,1366.57700068813
4095,421010002001039,High Access,153680.682861328,1576.62553527565
4096,421010004022004,High Access,92374.1654052734,1321.35455393296
4097,421010376002004,Low Access,119215.36126709,1606.70345897578
4098,421010125001040,High Access,83612.7799682617,1179.30861962218
4099,421010132001007,Low Access,103852.199157715,1373.89002411347
4100,421010376002015,Low Access,76943.9735717773,1242.18168430696
4101,421010131001002,Moderate Access,245350.226196289,2395.46589794857
4102,421010131001009,Moderate Access,17563.4902954102,773.115171191778
4103,421010376001004,Low Access,93483.5326538086,1227.64734029803
4104,421010131002005,Moderate Access,38612.4868774414,788.884900467254
4105,421010376001036,Moderate Access,16798.9300537109,732.115334241904
4106,421010376001038,High Access,123744.139892578,1412.60568160539
4107,421010376001045,High Access,53334.6253662109,1099.88079363504
4108,421010376001043,High Access,4430.65026855469,364.377941897499
4109,421010003001003,High Access,19070.6676025391,968.521349876263
4110,421010376002025,Low Access,130543.736755371,1621.63385080143
4111,421010376002034,Low Access,103824.720031738,1528.82777451746
4112,421010002001018,High Access,55694.8634033203,995.043389659823
4113,421010002001053,High Access,103058.114868164,1285.78610217275
4114,421010125001017,High Access,11604.4998779297,534.518745293466
4115,421010125001021,High Access,67013.2685546875,1193.8851140481
4116,421010003001013,High Access,235583.041625977,1947.4797758095
4117,421010003001026,High Access,153134.747131348,1584.72460370105
4118,421010003001044,High Access,147701.028564453,1547.66770848854
4119,421010125002009,High Access,119378.29498291,1425.21562514991
4120,421010133002022,Low Access,120260.977722168,1660.98714786893
4121,421010133001004,Low Access,100746.178100586,1342.51866957577
4122,421010133002024,Low Access,10311.9898681641,484.945631964696
4123,421010002001016,High Access,35504.3330078125,770.325791840847
4124,421010002001037,Low Access,183343.364562988,1801.17294771533
4125,421010376002059,Low Access,34741.8418579102,856.121358005563
4126,421010002001004,High Access,20056.8743286133,843.182844536381
4127,421010002001035,Low Access,225317.444885254,1902.8730334582
4128,421010005001004,High Access,162858.949157715,1623.2246066095
4129,421010002001057,High Access,153694.2890625,1582.19331512002
4130,421010125001029,High Access,78370.8800048828,1134.95545914783
4131,421010004022002,High Access,170326.815429688,1624.66498575085
4132,421010376002051,High Access,15763.8940429688,981.842054081664
4133,421010376002010,Low Access,64645.4920654297,1182.30447159709
4134,421010376001054,High Access,3343.66931152344,386.86106881592
4135,421010376001033,High Access,10505.3176879883,676.849358485473
4136,421010376001034,Low Access,6848.89898681641,443.899046979223
4137,421010001002011,High Access,152380.960021973,1796.21961135299
